source,target
We hope you will enjoy the show.,我们希望你喜欢这个表演
Was Tom surprised?,汤姆吃惊吗
You've got something stuck in your teeth.,牙齿卡了点东西
It isn't your problem.,不是你的问题
We're looking for him.,我们在找他
Suit yourself.,你随意
Let's get our photograph taken.,让我们来拍照吧
I know someone who might be able to help.,我知道有个人可能能帮忙
"""At last, he came.""",最终
"""Having a slight headache, I went to bed early.""",因为我有点头疼
I'd wear a helmet.,我要戴头盔
You're absolutely right.,你完全正确
Can I speak to the head nurse?,我能跟护士长说话吗
She's only interested in fish and cockroaches.,她只对鱼和蟑螂感兴趣
He has never played golf.,他从没打过高尔夫球
He is my youngest brother.,他是我最年轻的兄弟
Are you free tonight?,您今晚有空吗
The program is on the air.,那个节目现在正在播出
Tom searched inside the closet.,汤姆搜查了衣柜里面
I'm sure of his success.,我肯定他会成功的
You don't understand.,你不明白
Who do you want to speak to?,你想跟谁说话
I have a cow.,我有一头母牛
I get a kick out of her cheerful personality.,她开朗的个性使我觉得快乐
I'll never speak to you again.,我再也不会跟你说话了
Prices have been climbing steadily.,价格一直在稳定地攀升
Who were they talking about?,他们在讨论谁
Every day I waited for her at the bookstore after school.,我每天放学后都在书店那里等她
Could you please repeat it once again?,请您再说一遍好吗
Tom was at school all day.,汤姆一整天都在学校
I expect that he will help us.,我期望他会帮助我们
Tom hates spiders.,汤姆恨蜘蛛
Tom hoped that Mary wouldn't die.,汤姆希望玛丽别死
I don't want to eat lunch now.,我现在不想吃午饭
The sea is blue.,大海是蓝色的
I don't like the food at that deli.,我不喜欢那家熟食店里的食物
Are you sure?,你确定
There's a lot of trash on the far bank of the river.,河对岸有很多的垃圾
Could you drive Tom home?,你能载汤姆回家吗
Shall we go out for a walk?,出去散步怎么样
She is two years older than you.,她比你大两岁
I tried to call Tom back.,我试著给汤姆回电话
Rice grows in warm countries.,稻米生长在温暖的国家
You should tell the truth.,你该把事实说出来
Something is starting to happen.,有什么要开始了
My aunt made me a new skirt.,我阿姨做了一条新裙子给我
My father has been in good shape since his operation.,自从手术后
Tom won't stop.,汤姆不会停
There's no more salt.,没有再多的盐了
Tom drank my apple juice.,Tom
Is his pulse regular?,他的脉搏正常吗
Don't ask Tom any questions about his job.,别问汤姆他的工作的问题
You cannot purchase this medicine without a prescription.,那个药的话没有处方是买不到的
It's about to rain.,天快要下雨了
He made mistakes on purpose to annoy me.,他为了惹恼我故意犯错
I will go to Hokkaido tomorrow.,我明天要去北海道
She described him as a detective.,她把他形容为侦探
I made my way through the crowd.,我穿过了人群向前走
Let's play baseball!,我们去打棒球吧
I'm sure that he'll succeed.,我相信他会成功
"""It might sound far-fetched, but this is a real problem.""",这可能听起来牵强
Is this your bicycle?,这是你的自行车吗
How did Tom talk Mary into babysitting his children?,汤姆是怎么说服玛丽照顾他的小孩的呢
She is a famous singer.,她是一个著名的歌手
Birds fly.,鸟类飞行
Burn this letter after you finish reading it.,看完这封信请把它烧掉
I don't write letters anymore.,我不再写信了
How long do you plan on staying in this country?,你打算在这个国家待多久
You've never been happy.,你从来没有快乐过
She owns two thousand books.,她拥有二千本书
"""You can drive a car, can't you?""",你会开车
Tom is unbearable.,汤姆令人难以忍受
Dozens are still missing.,数十人仍然失踪
What's wrong with your dog?,你的狗怎么了
See you about 7.,我们
"""After the hurricane, their house was a wreck.""",暴风雨过后
This is the nicest present I've ever received.,这是我得到过的最好的礼物
Do you know my name?,你知道我的名字吗
Why didn't you do that?,你为什么没做
Tom wants to tell you something.,汤姆想告诉你一些事情
I had a hard day.,我过了难挨的一天
Is it safe to skate on this lake?,在这个湖上滑冰安全吗
The fuel tank in the car is full.,汽车油箱是满的
I watch TV all day.,我一天到晚看电视
Tom decided not to wait.,汤姆决定不再等了
I'll let you know when I've figured it out.,我搞明白了会告诉你
He is making preparations for a trip.,他正在筹备一次旅行
She decorated her room with roses.,她用玫瑰花装饰了她的房间
Now it's your serve.,现在该你发球
If you had left home a little earlier you would have been in time.,如果你早点出门的话
It would be crazy to do that again.,再做一次就真是发疯了
I don't mind waiting for a while.,我不介意等一会儿
I know why Tom is studying French.,我知道为甚么汤姆学法语
I heard Tom could do that.,我听说汤姆能做
I think that it's OK.,我想没关系
You couldn't handle the pressure.,你不能应对压力
Clint Eastwood was elected mayor of Carmel.,克林伊斯威特当选为卡梅尔市市长
Do we have milk in the fridge?,我们冰箱里有牛奶吗
She got on a bus for Harajuku.,她搭上了去原宿的巴士
She had already gone when I arrived.,当我到的时候
I'll wait for you in front of the radio station.,我会在电台前等你
And what if someone sees us?,如果有人看见我们怎么办
This is where I want to live for the rest of my life.,这里是我余生想待的地方
Keep your voice down.,你说话小点声
Do I need surgery?,我需要做手术吗
It's not a watch.,这不是手表
I don't know where he lives.,我不知道他住在哪里
I was deeply impressed by the scenery.,我被这景色深深迷住了
He has not written to us since last February.,他从去年二月开始就没写信给我们
Compare your answers with the teacher's.,把你的答案和老师的比较一下
He told me he would go to Venice.,他告诉过我他会去威尼斯
You look bored.,你看起来很无聊
The dress suits you very well.,这条裙子很适合你
She was feeling kind of tired.,她觉得有点累了
No one was killed in the fire.,没人死在火里
They became close friends.,他们成了密友
Tom didn't go there yesterday.,汤姆昨天没去那里
You're in better shape than I am.,你的体型比我的好
"""In case of fire, call 119.""",遇到火灾打
I forgot to telephone him today.,我今天忘了打电话给他
I came by car.,我开车来的
I wish to visit Egypt someday.,我希望有一天去埃及
She may come.,她也许来
She put on her hat to go out.,她戴上了帽子准备出去
My father is in his room.,我父亲在他的房间里
"""Strangely enough, he failed.""",很奇怪
"""Bring me today's paper, please.""",请帮我把今天的报纸带来
How long do you plan on staying here?,你打算在这儿待多久
He jumped onto the table.,他跳上了桌子
Do you think we'll have good weather?,你认为我们会遇到好天气吗
Dutch is closely related to German.,荷兰语与德语关系密切
Is he Japanese?,他是日本人吗
I can't answer your question.,我无法回答你的问题
I can't put up with that noise any longer.,我无法再忍受那噪音了
Hasn't Tom told you anything?,汤姆什么都没告诉你吗
It's already time to go home.,已经是时候回去了
I hope Tom has learned his lesson.,我希望汤姆已经吸取教训了
"""Cities are exciting places, but also stressful.""",城市是令人兴奋的地方
Don't mention it.,您不必感谢我
This knife is very sharp.,这把刀很锋利
Your tie looks good.,你的领带不错
Do you have any idea what's been going on?,你知道现在正在发生甚么吗
I don't know a thing about her.,我对她一无所知
I want to go abroad next year.,我明年想去国外
Don't let her go out after dark.,天黑后不要让她出门
Tom asked Mary to help.,汤姆向玛丽求助
My plan is to spend the New Year's holiday in Australia.,我打算在澳大利亚过新年
Did you read the article?,你看文章了没
The same thing is happening here in Boston.,同样的事在这
You must not yield to temptation.,你不应该屈服在诱惑之下
They're trying to keep costs down.,他们正努力降低成本
He has some money in the bank.,他银行里有点钱
We take it for granted that he will succeed in his business.,我们认为他的生意理所当然会获得成功
Did you lock the door?,你有关门吗
I am an honest person.,我是个老实人
They adopted the orphan.,他们收养了那个孤儿
I don't have a prejudice against foreign workers.,我对外籍员工没有偏见
"""Who is this, please?""",请问这是谁
I feel like going out today.,我今天想出门
You may go home now.,你现在可以回家了
Tom is away on vacation.,汤姆度假去了
